Year,Month,Length,LengthType,Sex,Special,MPA,Fishery Dependent
2010,September,33,cm,-999,-999,1,0
2010,September,28,cm,-999,-999,1,0
2010,September,21,cm,-999,-999,1,0
2010,September,37,cm,-999,-999,1,0
2010,September,30,cm,-999,-999,1,0
2010,September,30,cm,-999,-999,1,0
2010,September,32,cm,-999,-999,1,0
2010,September,27,cm,-999,-999,1,0
2010,September,31,cm,-999,-999,1,0
2010,September,22,cm,-999,-999,1,0
2010,September,26,cm,-999,-999,1,0
2010,September,29,cm,-999,-999,1,0
2010,September,34,cm,-999,-999,1,0
2010,September,31,cm,-999,-999,1,0
2010,September,29,cm,-999,-999,1,0
2010,September,33,cm,-999,-999,1,0
2010,September,22,cm,-999,-999,1,0
2010,September,28,cm,-999,-999,1,0
2010,September,23,cm,-999,-999,1,0
2010,September,29,cm,-999,-999,1,0
2010,September,28,cm,-999,-999,1,0
2010,September,22,cm,-999,-999,1,0
2010,September,28,cm,-999,-999,1,0
2010,September,28,cm,-999,-999,1,0
2010,September,23,cm,-999,-999,1,0
2010,September,29,cm,-999,-999,1,0
2010,September,26,cm,-999,-999,1,0
2010,September,21,cm,-999,-999,1,0
2010,September,28,cm,-999,-999,1,0
2010,September,29,cm,-999,-999,1,0
2010,September,28,cm,-999,-999,1,0
2010,September,29,cm,-999,-999,1,0
2010,September,24,cm,-999,-999,1,0
2010,September,30,cm,-999,-999,1,0
2010,September,20,cm,-999,-999,1,0
2010,September,30,cm,-999,-999,1,0
2010,September,32,cm,-999,-999,1,0
2010,September,29,cm,-999,-999,0,0
2010,September,29,cm,-999,-999,0,0
2010,September,27,cm,-999,-999,0,0
2010,September,29,cm,-999,-999,0,0
2010,September,29,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,31,cm,-999,-999,0,0
2010,September,29,cm,-999,-999,0,0
2010,September,31,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,25,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,25,cm,-999,-999,0,0
2010,September,30,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,19,cm,-999,-999,0,0
2010,September,17,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,25,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,30,cm,-999,-999,0,0
2010,September,31,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,25,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,25,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,35,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,25,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,24,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,29,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,24,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,28,cm,-999,-999,0,0
2010,September,18,cm,-999,-999,0,0
2010,September,24,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,29,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,30,cm,-999,-999,0,0
2010,September,24,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,24,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,29,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,29,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,30,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,19,cm,-999,-999,0,0
2010,September,19,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,24,cm,-999,-999,0,0
2010,September,29,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,29,cm,-999,-999,0,0
2010,September,34,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,24,cm,-999,-999,0,0
2010,September,31,cm,-999,-999,0,0
2010,September,29,cm,-999,-999,0,0
2010,September,29,cm,-999,-999,0,0
2010,September,27,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,29,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,29,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,24,cm,-999,-999,0,0
2010,September,19,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,24,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,30,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,31,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,28,cm,-999,-999,0,0
2010,September,29,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,19,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,31,cm,-999,-999,0,0
2010,September,24,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,25,cm,-999,-999,0,0
2010,September,19,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,19,cm,-999,-999,0,0
2010,September,24,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,31,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,33,cm,-999,-999,0,0
2010,September,30,cm,-999,-999,0,0
2010,September,28,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,29,cm,-999,-999,0,0
2010,September,19,cm,-999,-999,0,0
2010,September,30,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,30,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,19,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2011,August,31,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,19,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,19,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,24,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,23,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,22,cm,-999,-999,0,0
2010,September,30,cm,-999,-999,0,0
2010,September,21,cm,-999,-999,0,0
2010,September,20,cm,-999,-999,0,0
2010,September,30,cm,-999,-999,1,0
2010,September,34,cm,-999,-999,1,0
2010,September,29,cm,-999,-999,1,0
2010,September,28,cm,-999,-999,1,0
2010,September,36,cm,-999,-999,1,0
2010,September,36,cm,-999,-999,1,0
2010,September,34,cm,-999,-999,1,0
2010,September,30,cm,-999,-999,1,0
2010,September,35,cm,-999,-999,1,0
2010,September,27,cm,-999,-999,1,0
2010,September,29,cm,-999,-999,1,0
2010,September,29,cm,-999,-999,1,0
2010,September,28,cm,-999,-999,1,0
2010,September,28,cm,-999,-999,1,0
2010,September,31,cm,-999,-999,1,0
2010,September,25,cm,-999,-999,1,0
2010,September,30,cm,-999,-999,1,0
2010,September,34,cm,-999,-999,1,0
2010,September,31,cm,-999,-999,1,0
2010,September,29,cm,-999,-999,1,0
2010,September,30,cm,-999,-999,1,0
2010,September,29,cm,-999,-999,1,0
2010,September,26,cm,-999,-999,1,0
2010,September,36,cm,-999,-999,1,0
2010,September,28,cm,-999,-999,1,0
2010,September,25,cm,-999,-999,1,0
2010,September,28,cm,-999,-999,1,0
2010,September,32,cm,-999,-999,1,0
2010,September,27,cm,-999,-999,1,0
2010,September,28,cm,-999,-999,1,0
2010,July,32,cm,-999,-999,1,0
2010,July,24,cm,-999,-999,0,0
2010,July,27,cm,-999,-999,0,0
2010,July,25,cm,-999,-999,0,0
2010,July,24,cm,-999,-999,0,0
2010,July,26,cm,-999,-999,0,0
2010,July,30,cm,-999,-999,1,0
2010,August,26,cm,-999,-999,0,0
2010,August,35,cm,-999,-999,0,0
2010,August,21,cm,-999,-999,0,0
2010,August,24,cm,-999,-999,0,0
2010,August,32,cm,-999,-999,1,0
2010,August,34,cm,-999,-999,1,0
2010,August,26,cm,-999,-999,0,0
2010,August,38,cm,-999,-999,0,0
2010,September,30,cm,-999,-999,1,0
2010,September,31,cm,-999,-999,1,0
2010,September,22,cm,-999,-999,1,0
2011,August,28,cm,-999,-999,0,0
2011,August,32,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,1,0
2011,August,26,cm,-999,-999,1,0
2011,August,24,cm,-999,-999,1,0
2011,August,29,cm,-999,-999,1,0
2011,August,24,cm,-999,-999,1,0
2011,August,37,cm,-999,-999,1,0
2011,August,31,cm,-999,-999,1,0
2011,August,26,cm,-999,-999,1,0
2011,August,29,cm,-999,-999,1,0
2011,August,34,cm,-999,-999,1,0
2011,August,35,cm,-999,-999,1,0
2011,August,30,cm,-999,-999,1,0
2011,August,24,cm,-999,-999,1,0
2011,August,26,cm,-999,-999,1,0
2011,August,31,cm,-999,-999,1,0
2011,August,30,cm,-999,-999,1,0
2011,August,30,cm,-999,-999,1,0
2011,August,31,cm,-999,-999,1,0
2011,August,31,cm,-999,-999,1,0
2011,August,26,cm,-999,-999,1,0
2011,August,29,cm,-999,-999,1,0
2011,August,39,cm,-999,-999,1,0
2011,August,31,cm,-999,-999,1,0
2011,August,30,cm,-999,-999,1,0
2011,August,34,cm,-999,-999,1,0
2011,August,30,cm,-999,-999,1,0
2011,August,30,cm,-999,-999,1,0
2011,August,23,cm,-999,-999,1,0
2011,August,25,cm,-999,-999,1,0
2011,August,38,cm,-999,-999,1,0
2011,August,25,cm,-999,-999,1,0
2011,August,25,cm,-999,-999,1,0
2011,August,30,cm,-999,-999,1,0
2011,August,31,cm,-999,-999,1,0
2011,August,24,cm,-999,-999,1,0
2011,August,34,cm,-999,-999,1,0
2011,August,31,cm,-999,-999,1,0
2011,August,31,cm,-999,-999,1,0
2011,August,31,cm,-999,-999,1,0
2011,August,33,cm,-999,-999,1,0
2011,August,30,cm,-999,-999,1,0
2011,August,34,cm,-999,-999,1,0
2011,August,25,cm,-999,-999,1,0
2011,August,31,cm,-999,-999,1,0
2011,August,32,cm,-999,-999,1,0
2011,August,33,cm,-999,-999,1,0
2011,August,34,cm,-999,-999,1,0
2011,August,35,cm,-999,-999,1,0
2011,August,32,cm,-999,-999,1,0
2011,August,32,cm,-999,-999,1,0
2011,August,27,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,31,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,31,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,32,cm,-999,-999,0,0
2011,August,34,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,29,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,35,cm,-999,-999,0,0
2011,August,35,cm,-999,-999,0,0
2011,August,31,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,20,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,32,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,31,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,31,cm,-999,-999,0,0
2011,August,34,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,32,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,28,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,30,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,28,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,28,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,19,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,29,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,28,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,30,cm,-999,-999,0,0
2011,August,28,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,29,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,28,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,21,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,1,0
2011,August,23,cm,-999,-999,1,0
2011,August,27,cm,-999,-999,1,0
2011,August,27,cm,-999,-999,1,0
2011,August,24,cm,-999,-999,1,0
2011,August,27,cm,-999,-999,1,0
2011,August,26,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,19,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,20,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,20,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,21,cm,-999,-999,0,0
2011,August,30,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,29,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,32,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,21,cm,-999,-999,0,0
2011,August,32,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,18,cm,-999,-999,0,0
2011,August,32,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,17,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,21,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,33,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,19,cm,-999,-999,0,0
2011,August,19,cm,-999,-999,0,0
2011,August,31,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,21,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,21,cm,-999,-999,0,0
2011,August,31,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,34,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,31,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,28,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,27,cm,-999,-999,0,0
2011,August,28,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,21,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,22,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,20,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
2011,August,23,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,19,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,19,cm,-999,-999,0,0
2011,August,24,cm,-999,-999,0,0
2011,August,25,cm,-999,-999,0,0
2011,August,28,cm,-999,-999,0,0
2011,August,26,cm,-999,-999,0,0
